502.111650295,120.632159021,0.,;
485.396922348,113.594378833,0.,;
467.362610616,108.755904954,0.,;
446.689131314,103.477569813,0.,;
428.654819582,99.518818457,0.,; 
405.78203397,96.439789625,0.,;  
383.788970882,96.439789625,0.,; 
366.194520412,103.477569813,0.,;
358.716878962,113.594378833,0.,;
358.716878962,128.989522995,0.,;
371.032994291,140.425915801,0.,;
388.1875835,150.102863559,0.,;  
409.740785326,150.102863559,0.,;
426.015652011,146.583973465,0.,;
446.689131314,146.583973465,0.,;
467.362610616,154.501476177,0.,;
478.799003422,164.618285197,0.,;
492.434702536,174.295232956,0.,;
511.788598054,174.295232956,0.,;
529.822909786,168.577036553,0.,;
534.221522403,154.501476177,0.,;
529.822909786,140.425915801,0.,;
517.066933195,128.989522995,0.,;
