500.763210421,139.125702391,0.,;  
498.202378737,139.125702391,0.,;  
494.909880857,139.125702391,0.,;  
491.617382977,139.125702391,0.,;  
487.959052,139.125702391,0.,;     
482.471555534,139.125702391,0.,;  
478.447391459,139.125702391,0.,;  
471.862395699,139.125702391,0.,;  
466.740732331,139.125702391,0.,;  
461.253235865,139.125702391,0.,;  
455.765739398,139.125702391,0.,;  
450.278242932,139.125702391,0.,;  
444.424913368,139.125702391,0.,;  
437.839917609,139.125702391,0.,;  
433.815753534,139.125702391,0.,;  
429.791589459,139.125702391,0.,;  
425.401592286,139.125702391,0.,;  
422.109094406,139.125702391,0.,;  
416.255764842,139.125702391,0.,;  
411.499934571,139.125702391,0.,;  
404.914938812,139.125702391,0.,;  
400.159108541,139.125702391,0.,;  
394.305778977,139.125702391,0.,;  
389.549948707,142.784033369,0.,;  
387.35495012,147.174030541,0.,;   
387.35495012,155.222358692,0.,;   
387.35495012,161.807354451,0.,;   
384.428285338,168.026517113,0.,;  
377.477456481,170.953181895,0.,;  
371.258293819,170.953181895,0.,;  
366.868296647,170.953181895,0.,;  
363.575798767,169.124016406,0.,;  
359.917467789,165.465685429,0.,;  
358.088302301,160.34402206,0.,;   
356.990803007,154.856525594,0.,;  
353.698305128,150.100695323,0.,;  
348.210808662,149.734862226,0.,;  
345.649976977,152.661527008,0.,;  
344.918310782,158.514856572,0.,;  
346.381643173,163.63651994,0.,;   
348.942474857,168.758183308,0.,;  
351.869139639,172.416514286,0.,;  
355.893303714,178.635676948,0.,;  
359.551634692,185.586505805,0.,;  
360.649133985,191.805668466,0.,;  
361.014967083,199.853996617,0.,;  
360.649133985,206.804825474,0.,;  
357.722469203,211.560655745,0.,;  
352.600805834,212.658155038,0.,;  
348.942474857,211.560655745,0.,;  
344.552477684,214.121487429,0.,;  
343.454978391,218.511484602,0.,;  
346.381643173,222.901481775,0.,;  
348.210808662,229.120644436,0.,;  
343.454978391,233.144808511,0.,;  
338.69914812,232.413142316,0.,;   
333.211651654,232.778975414,0.,;  
332.479985459,237.900638782,0.,;  
337.235815729,241.924802857,0.,;  
341.625812902,242.656469053,0.,;  
347.113309368,243.753968346,0.,;  
353.698305128,244.485634542,0.,;  
359.185801594,244.851467639,0.,;  
365.770797353,243.388135248,0.,;  
369.794961428,242.290635955,0.,;  
373.819125504,240.461470466,0.,;  
379.672455068,238.26647188,0.,;   
384.428285338,236.071473293,0.,;  
391.013281098,233.876474707,0.,;  
396.866610662,232.413142316,0.,;  
402.719940225,231.315643023,0.,;  
410.402435278,231.68147612,0.,;   
414.792432451,229.486477534,0.,;  
416.62159794,226.559812752,0.,;   
416.987431038,224.364814166,0.,;  
416.255764842,219.974816993,0.,;  
414.060766256,214.121487429,0.,;  
412.963266962,210.097323354,0.,;  
412.963266962,206.073159278,0.,;  
416.62159794,202.780661399,0.,;   
422.474927504,201.317329008,0.,;  
429.059923263,201.683162105,0.,;  
434.181586632,204.975659985,0.,;  
436.376585218,208.99982406,0.,;   
442.59574788,210.097323354,0.,;   
446.619911955,208.99982406,0.,;   
450.64407603,209.365657158,0.,;   
454.302407007,213.023988136,0.,;  
456.863238692,216.682319113,0.,;  
462.350735158,218.877317699,0.,;  
468.204064722,218.145651504,0.,;  
471.496562601,215.58481982,0.,;   
475.154893579,211.560655745,0.,;  
477.349892165,205.341493083,0.,;  
477.349892165,199.488163519,0.,;  
474.423227383,193.634833955,0.,;  
471.496562601,184.489006511,0.,;  
471.130729504,179.001510045,0.,;  
471.130729504,174.97734597,0.,;   
472.228228797,169.855682602,0.,;  
476.252392872,166.563184722,0.,;  
482.837388632,166.197351624,0.,;  
487.227385804,167.660684015,0.,;  
493.446548466,170.953181895,0.,;  
497.836545639,169.855682602,0.,;  
498.934044932,166.563184722,0.,;  
498.202378737,162.173187549,0.,;  
494.544047759,159.612355865,0.,;  
492.349049173,155.222358692,0.,;  
496.739046346,153.027360105,0.,;  
503.689875203,153.393193203,0.,;  
510.274870962,154.490692496,0.,;  
515.030701233,155.58819179,0.,;   
520.518197699,155.58819179,0.,;   
524.542361774,153.393193203,0.,;  
526.005694165,149.369029128,0.,;  
525.639861068,144.24736576,0.,;   
523.444862481,139.857368587,0.,;  
519.054865308,138.759869293,0.,;  
514.664868135,138.759869293,0.,;  
510.274870962,138.759869293,0.,;  
506.250706887,139.125702391,0.,;  
